epoch,step,train_loss,val_acc,val_loss
0,49,5.269759654998779,,
0,99,4.257069110870361,,
0,149,4.003820896148682,,
0,199,3.6992909908294678,,
0,249,3.341571569442749,,
0,299,3.7136881351470947,,
0,349,3.5554239749908447,,
0,399,3.4588937759399414,,
0,449,3.8313753604888916,,
0,499,3.54048228263855,,
0,549,3.52377986907959,,
0,599,3.943720817565918,,
0,649,3.5229408740997314,,
0,699,3.613231658935547,,
0,749,3.245096445083618,,
0,799,3.201977014541626,,
0,849,3.6144111156463623,,
0,899,3.556009292602539,,
0,949,2.880465507507324,,
0,999,3.4441640377044678,,
0,1013,,0.03816645219922066,3.2697231769561768
1,1049,3.4512135982513428,,
1,1099,3.2172658443450928,,
1,1149,2.9027464389801025,,
1,1199,3.4006099700927734,,
1,1249,3.137225866317749,,
1,1299,2.9830830097198486,,
1,1349,3.584376096725464,,
1,1399,2.7843475341796875,,
1,1449,3.0219058990478516,,
1,1499,3.2607219219207764,,
1,1549,2.867309808731079,,
1,1599,3.1393299102783203,,
1,1649,3.021897077560425,,
1,1699,3.1493966579437256,,
1,1749,2.897395133972168,,
1,1799,3.2637529373168945,,
1,1849,3.136333465576172,,
1,1899,3.1278915405273438,,
1,1949,3.243290424346924,,
1,1999,3.208635091781616,,
1,2027,,0.03655952587723732,3.0666961669921875
2,2049,2.918686628341675,,
2,2099,3.064335823059082,,
2,2149,2.7673044204711914,,
2,2199,3.060857057571411,,
2,2249,2.926215410232544,,
2,2299,3.3903846740722656,,
2,2349,3.504157543182373,,
2,2399,2.5519020557403564,,
2,2449,3.0004866123199463,,
2,2499,3.230560302734375,,
2,2549,2.9873688220977783,,
2,2599,3.2135236263275146,,
2,2649,3.290367841720581,,
2,2699,3.076953887939453,,
2,2749,2.9894213676452637,,
2,2799,3.0558440685272217,,
2,2849,3.2556228637695312,,
2,2899,3.071087121963501,,
2,2949,3.1678504943847656,,
2,2999,2.850433349609375,,
2,3041,,0.03758484125137329,2.967014789581299
3,3049,2.8739821910858154,,
3,3099,3.3285861015319824,,
3,3149,3.0677194595336914,,
3,3199,3.002418041229248,,
3,3249,2.905419111251831,,
3,3299,3.079827070236206,,
3,3349,3.0404882431030273,,
3,3399,3.0020768642425537,,
3,3449,3.094594717025757,,
3,3499,3.1305606365203857,,
3,3549,2.905646800994873,,
3,3599,3.0539798736572266,,
3,3649,2.8189289569854736,,
3,3699,2.8788483142852783,,
3,3749,2.9309091567993164,,
3,3799,2.995504379272461,,
3,3849,2.908773183822632,,
3,3899,2.798125743865967,,
3,3949,2.6360933780670166,,
3,3999,2.7820825576782227,,
3,4049,3.2059378623962402,,
3,4055,,0.03683541342616081,2.9170854091644287
4,4099,3.348146915435791,,
4,4149,2.8877899646759033,,
4,4199,2.723454475402832,,
4,4249,2.853152275085449,,
4,4299,3.0166497230529785,,
4,4349,3.037471294403076,,
4,4399,3.0961368083953857,,
4,4449,2.9986348152160645,,
4,4499,3.00164532661438,,
4,4549,2.7120447158813477,,
4,4599,2.597662925720215,,
4,4649,2.815643310546875,,
4,4699,2.6232962608337402,,
4,4749,2.9102489948272705,,
4,4799,3.012434482574463,,
4,4849,2.96756649017334,,
4,4899,3.0582525730133057,,
4,4949,3.1724905967712402,,
4,4999,3.209327220916748,,
4,5049,2.872333288192749,,
