epoch,step,test_acc,test_loss,train_loss,val_acc,val_loss
5,5949,,,2.759571075439453,,
5,5999,,,2.8821587562561035,,
5,6049,,,2.6251797676086426,,
5,6083,,,,0.03624463826417923,2.7895326614379883
6,6099,,,2.868546724319458,,
6,6149,,,2.507084608078003,,
6,6199,,,2.8280391693115234,,
6,6249,,,3.0848734378814697,,
6,6299,,,2.98209547996521,,
6,6349,,,2.869617223739624,,
6,6399,,,2.5221564769744873,,
6,6449,,,2.7744762897491455,,
6,6499,,,3.016972303390503,,
6,6549,,,2.4774482250213623,,
6,6599,,,2.720219135284424,,
6,6649,,,3.0784964561462402,,
6,6699,,,2.585815906524658,,
6,6749,,,2.4591362476348877,,
6,6799,,,3.187392234802246,,
6,6849,,,2.7612311840057373,,
6,6899,,,2.761427879333496,,
6,6949,,,2.6945362091064453,,
6,6999,,,2.8581056594848633,,
6,7049,,,2.842880964279175,,
6,7097,,,,0.03744814917445183,2.7559497356414795
7,7099,,,3.012122392654419,,
7,7149,,,2.6736385822296143,,
7,7199,,,2.677487850189209,,
7,7249,,,2.825190782546997,,
7,7299,,,3.0594043731689453,,
7,7349,,,2.943110466003418,,
7,7399,,,2.421142578125,,
7,7449,,,2.8327126502990723,,
7,7499,,,2.532456636428833,,
7,7549,,,2.8021962642669678,,
7,7599,,,2.789547920227051,,
7,7649,,,2.6053924560546875,,
7,7699,,,2.379835844039917,,
7,7749,,,2.702693223953247,,
7,7799,,,2.8958561420440674,,
7,7849,,,2.631647825241089,,
7,7899,,,2.6024532318115234,,
7,7949,,,2.9353010654449463,,
7,7999,,,2.503436803817749,,
7,8049,,,2.771510362625122,,
7,8099,,,2.957793712615967,,
7,8111,,,,0.03655179589986801,2.714496374130249
8,8149,,,2.624894142150879,,
8,8199,,,2.774230480194092,,
8,8249,,,2.8195807933807373,,
8,8299,,,2.676426887512207,,
8,8349,,,2.5928094387054443,,
8,8399,,,3.0107555389404297,,
8,8449,,,2.6023788452148438,,
8,8499,,,2.7755746841430664,,
8,8549,,,3.0257132053375244,,
8,8599,,,2.8626997470855713,,
8,8649,,,2.7400646209716797,,
8,8699,,,2.891484022140503,,
8,8749,,,2.8257241249084473,,
8,8799,,,2.878035068511963,,
8,8849,,,2.5866456031799316,,
8,8899,,,2.5646779537200928,,
8,8949,,,3.0783653259277344,,
8,8999,,,2.7220587730407715,,
8,9049,,,2.738391160964966,,
8,9099,,,2.859025239944458,,
8,9125,,,,0.03631459176540375,2.6835238933563232
9,9149,,,2.2717761993408203,,
9,9199,,,2.5958054065704346,,
9,9249,,,2.7079174518585205,,
9,9299,,,2.735081911087036,,
9,9349,,,2.894620180130005,,
9,9399,,,2.454850912094116,,
9,9449,,,2.7281441688537598,,
9,9499,,,2.4105544090270996,,
9,9549,,,2.9719138145446777,,
9,9599,,,2.6026978492736816,,
9,9649,,,2.2961413860321045,,
9,9699,,,2.7552971839904785,,
9,9749,,,2.7692534923553467,,
9,9799,,,2.9434258937835693,,
9,9849,,,3.0216941833496094,,
9,9899,,,2.506429433822632,,
9,9949,,,2.826002359390259,,
9,9999,,,2.4401378631591797,,
9,10049,,,2.5812225341796875,,
9,10099,,,2.5975286960601807,,
9,10139,,,,0.03606940433382988,2.649113893508911
10,10149,,,3.1615707874298096,,
10,10199,,,2.462045907974243,,
10,10249,,,2.5050742626190186,,
10,10299,,,2.993215799331665,,
10,10349,,,3.035266160964966,,
10,10399,,,2.7251875400543213,,
10,10449,,,2.6061112880706787,,
10,10499,,,2.565382480621338,,
10,10549,,,2.752619981765747,,
10,10599,,,2.8062126636505127,,
10,10649,,,2.659588098526001,,
10,10699,,,2.1773688793182373,,
10,10749,,,2.699550151824951,,
10,10799,,,2.5037171840667725,,
10,10849,,,2.7981278896331787,,
10,10899,,,2.9876298904418945,,
10,10949,,,2.7958598136901855,,
10,10999,,,2.3032753467559814,,
10,11049,,,2.4970364570617676,,
10,11099,,,2.3953425884246826,,
10,11149,,,2.5301623344421387,,
10,11153,,,,0.03572110831737518,2.621713161468506
11,11199,,,2.477142095565796,,
11,11249,,,2.694967269897461,,
11,11299,,,2.555497646331787,,
11,11349,,,2.4905455112457275,,
11,11399,,,2.780996322631836,,
11,11449,,,2.7225871086120605,,
11,11499,,,2.365640163421631,,
11,11549,,,2.826855421066284,,
11,11599,,,2.4664523601531982,,
11,11649,,,2.419921398162842,,
11,11699,,,2.7361948490142822,,
11,11749,,,2.5760838985443115,,
11,11799,,,3.135160446166992,,
11,11849,,,2.669057607650757,,
11,11899,,,2.498760938644409,,
11,11949,,,2.759558916091919,,
11,11999,,,2.452624559402466,,
11,12049,,,2.652735471725464,,
11,12099,,,2.908853530883789,,
11,12149,,,2.810321092605591,,
11,12167,,,,0.034977227449417114,2.6052799224853516
12,12199,,,2.8152730464935303,,
12,12249,,,2.500643730163574,,
12,12299,,,2.617168664932251,,
12,12349,,,2.7197113037109375,,
12,12399,,,2.683302879333496,,
12,12449,,,2.7066099643707275,,
12,12499,,,2.454937219619751,,
12,12549,,,2.551992416381836,,
12,12599,,,2.521674633026123,,
12,12649,,,2.282804489135742,,
12,12699,,,2.5071492195129395,,
12,12749,,,2.5988986492156982,,
12,12799,,,3.191021680831909,,
12,12849,,,2.555549144744873,,
12,12899,,,2.5775270462036133,,
12,12949,,,2.3836281299591064,,
12,12999,,,2.8275306224823,,
12,13049,,,2.743957996368408,,
12,13099,,,2.555736541748047,,
12,13149,,,2.9124393463134766,,
12,13181,,,,0.03672991693019867,2.5672004222869873
13,13199,,,2.5699143409729004,,
13,13249,,,2.7576427459716797,,
13,13299,,,2.385690689086914,,
13,13349,,,2.313378095626831,,
13,13399,,,2.6273555755615234,,
13,13449,,,2.1947617530822754,,
13,13499,,,2.944934606552124,,
13,13549,,,2.5397472381591797,,
13,13599,,,2.5661840438842773,,
13,13649,,,2.4311885833740234,,
13,13699,,,2.4319465160369873,,
13,13749,,,2.5213072299957275,,
13,13799,,,2.4886112213134766,,
13,13849,,,2.6436030864715576,,
13,13899,,,3.0839390754699707,,
13,13949,,,2.311678647994995,,
13,13999,,,2.8388736248016357,,
13,14049,,,2.7569844722747803,,
13,14099,,,2.239452362060547,,
13,14149,,,2.4837214946746826,,
13,14195,,,,0.03759454935789108,2.5351428985595703
14,14199,,,2.814434051513672,,
14,14249,,,2.7107443809509277,,
14,14299,,,2.5122861862182617,,
14,14349,,,2.723308801651001,,
14,14399,,,2.502318859100342,,
14,14449,,,2.803865432739258,,
14,14499,,,2.466627359390259,,
14,14549,,,2.115679979324341,,
14,14599,,,2.4039676189422607,,
14,14649,,,2.4731900691986084,,
14,14699,,,2.479203224182129,,
14,14749,,,2.6802165508270264,,
14,14799,,,2.7461729049682617,,
14,14849,,,2.590740442276001,,
14,14899,,,3.0455334186553955,,
14,14949,,,2.2730929851531982,,
14,14999,,,2.7022926807403564,,
14,15049,,,2.891308546066284,,
14,15099,,,2.661076068878174,,
14,15149,,,3.014345645904541,,
14,15199,,,2.7696661949157715,,
14,15209,,,,0.03670186176896095,2.5284910202026367
15,15249,,,2.527981996536255,,
15,15299,,,2.7097532749176025,,
15,15349,,,2.6921606063842773,,
15,15399,,,2.8295533657073975,,
15,15449,,,2.395521879196167,,
15,15499,,,2.4296929836273193,,
15,15549,,,2.4395198822021484,,
15,15599,,,2.619468927383423,,
15,15649,,,2.6270713806152344,,
15,15699,,,2.7224974632263184,,
15,15749,,,2.773871660232544,,
15,15799,,,2.6460213661193848,,
15,15849,,,2.5005362033843994,,
15,15899,,,2.7539992332458496,,
15,15949,,,2.6537997722625732,,
15,15999,,,2.6122145652770996,,
15,16049,,,2.528899669647217,,
15,16099,,,2.7711434364318848,,
15,16149,,,2.5440480709075928,,
15,16199,,,3.0100293159484863,,
15,16223,,,,0.036098986864089966,2.4959874153137207
16,16249,,,2.0893726348876953,,
16,16299,,,2.4560132026672363,,
16,16349,,,2.4762792587280273,,
16,16399,,,2.4545576572418213,,
16,16449,,,2.7320849895477295,,
16,16499,,,2.288102149963379,,
16,16549,,,2.5286078453063965,,
16,16599,,,2.6078217029571533,,
16,16649,,,2.5534658432006836,,
16,16699,,,2.519801378250122,,
16,16749,,,2.775167942047119,,
16,16799,,,2.4979593753814697,,
16,16849,,,2.345280885696411,,
16,16899,,,2.7976956367492676,,
16,16949,,,2.8010964393615723,,
16,16999,,,2.341623067855835,,
16,17049,,,2.8096444606781006,,
16,17099,,,2.7944424152374268,,
16,17149,,,2.511051654815674,,
16,17199,,,2.2786946296691895,,
16,17237,,,,0.03540327772498131,2.482717275619507
17,17249,,,2.302137851715088,,
17,17299,,,2.4146788120269775,,
17,17349,,,2.239560127258301,,
17,17399,,,2.350456714630127,,
17,17449,,,2.656538963317871,,
17,17499,,,2.6242733001708984,,
17,17549,,,2.499340057373047,,
17,17599,,,2.5518155097961426,,
17,17649,,,2.5385489463806152,,
17,17699,,,2.5935184955596924,,
17,17749,,,2.4342598915100098,,
17,17799,,,2.691000461578369,,
17,17849,,,2.406559467315674,,
17,17899,,,2.8234035968780518,,
17,17949,,,2.7785751819610596,,
17,17999,,,2.40179443359375,,
17,18049,,,2.8124618530273438,,
17,18099,,,2.4798803329467773,,
17,18149,,,2.675417184829712,,
17,18199,,,2.6449697017669678,,
17,18249,,,2.3894107341766357,,
17,18251,,,,0.03672413155436516,2.4544811248779297
18,18299,,,2.4452691078186035,,
18,18349,,,2.5374808311462402,,
18,18399,,,2.958185911178589,,
18,18449,,,2.243464708328247,,
18,18499,,,2.170069694519043,,
18,18549,,,2.4301295280456543,,
18,18599,,,2.7432899475097656,,
18,18649,,,2.320358991622925,,
18,18699,,,2.7583718299865723,,
18,18749,,,2.5447778701782227,,
18,18799,,,2.4990451335906982,,
18,18849,,,2.5309898853302,,
18,18899,,,2.3454017639160156,,
18,18949,,,2.3623015880584717,,
18,18999,,,2.5599923133850098,,
18,19049,,,2.612142562866211,,
18,19099,,,2.396268367767334,,
18,19149,,,2.5035858154296875,,
18,19199,,,2.6707401275634766,,
18,19249,,,2.215099811553955,,
18,19265,,,,0.03703862056136131,2.42716383934021
19,19299,,,2.331747531890869,,
19,19349,,,2.6662256717681885,,
19,19399,,,2.476970672607422,,
19,19449,,,2.383610725402832,,
19,19499,,,2.7342021465301514,,
19,19549,,,2.378601551055908,,
19,19599,,,2.6871111392974854,,
19,19649,,,2.3876633644104004,,
19,19699,,,2.2867848873138428,,
19,19749,,,2.349649667739868,,
19,19799,,,2.3160078525543213,,
19,19849,,,2.8628299236297607,,
19,19899,,,2.7159080505371094,,
19,19949,,,2.3692972660064697,,
19,19999,,,2.646013021469116,,
19,20049,,,2.6382839679718018,,
19,20099,,,2.7902181148529053,,
19,20149,,,2.510514497756958,,
19,20199,,,2.7372641563415527,,
19,20249,,,2.3507437705993652,,
19,20279,,,,0.03558133915066719,2.4080400466918945
20,20280,0.01999991200864315,4.169506549835205,,,
