epoch,step,train_loss,val_acc,val_loss
0,49,4.429764747619629,,
0,99,4.509156703948975,,
0,149,3.7670915126800537,,
0,199,3.91603946685791,,
0,249,3.882497787475586,,
0,299,3.9555349349975586,,
0,349,3.6140007972717285,,
0,399,3.6763758659362793,,
0,449,3.447920799255371,,
0,499,3.7358627319335938,,
0,549,3.727231502532959,,
0,599,3.580099582672119,,
0,649,3.3956310749053955,,
0,699,3.379746198654175,,
0,749,3.331144332885742,,
0,799,3.2088921070098877,,
0,849,3.4258346557617188,,
0,899,3.5236775875091553,,
0,949,3.3403711318969727,,
0,999,3.081819534301758,,
0,1013,,0.03840110823512077,3.2665576934814453
1,1049,2.8189148902893066,,
1,1099,3.29616379737854,,
1,1149,3.2985291481018066,,
1,1199,3.2284433841705322,,
1,1249,3.225358247756958,,
1,1299,3.162642478942871,,
1,1349,3.283221960067749,,
1,1399,3.326068639755249,,
1,1449,2.8688571453094482,,
1,1499,3.189640522003174,,
1,1549,2.5626463890075684,,
1,1599,2.915128707885742,,
1,1649,3.0743212699890137,,
1,1699,2.7348740100860596,,
1,1749,2.880183458328247,,
1,1799,3.0354459285736084,,
1,1849,2.7989730834960938,,
1,1899,3.437000036239624,,
1,1949,3.2911407947540283,,
1,1999,2.757420301437378,,
1,2027,,0.03808371722698212,3.072561264038086
2,2049,2.6536481380462646,,
2,2099,3.2197072505950928,,
2,2149,2.989447593688965,,
2,2199,2.8782002925872803,,
2,2249,2.9504196643829346,,
2,2299,3.0477044582366943,,
2,2349,2.9592182636260986,,
2,2399,3.2672369480133057,,
2,2449,3.7510266304016113,,
2,2499,3.437882900238037,,
2,2549,3.3551018238067627,,
2,2599,3.6831424236297607,,
2,2649,2.9061551094055176,,
2,2699,3.1956863403320312,,
2,2749,3.256406307220459,,
2,2799,3.217072010040283,,
2,2849,3.0757193565368652,,
2,2899,2.70542049407959,,
2,2949,2.9359188079833984,,
2,2999,2.9707624912261963,,
2,3041,,0.03683672845363617,2.9610562324523926
3,3049,3.232736349105835,,
3,3099,3.0469863414764404,,
3,3149,3.254246711730957,,
3,3199,3.1596295833587646,,
3,3249,2.904522180557251,,
3,3299,3.0197277069091797,,
3,3349,3.0284223556518555,,
3,3399,2.4728782176971436,,
3,3449,3.015080451965332,,
3,3499,2.9958629608154297,,
3,3549,2.9328150749206543,,
3,3599,2.7626476287841797,,
3,3649,2.948819637298584,,
3,3699,2.4781405925750732,,
3,3749,2.782588243484497,,
3,3799,3.025967597961426,,
3,3849,2.819066047668457,,
3,3899,3.3297455310821533,,
3,3949,3.02116060256958,,
3,3999,2.8675801753997803,,
3,4049,2.6203114986419678,,
3,4055,,0.03876302018761635,2.90657901763916
4,4099,2.699679374694824,,
4,4149,2.7619731426239014,,
4,4199,2.9913902282714844,,
4,4249,2.7808022499084473,,
4,4299,3.3525688648223877,,
4,4349,2.7872982025146484,,
4,4399,2.461843967437744,,
4,4449,3.3995466232299805,,
4,4499,2.8816025257110596,,
4,4549,2.9165725708007812,,
4,4599,2.8746538162231445,,
4,4649,2.8945136070251465,,
4,4699,3.181800127029419,,
4,4749,3.02250075340271,,
4,4799,2.588505983352661,,
4,4849,3.0142014026641846,,
4,4899,2.974108934402466,,
4,4949,2.826338052749634,,
4,4999,2.746192216873169,,
4,5049,2.9180102348327637,,
4,5069,,0.03710748627781868,2.850031614303589
5,5099,3.2179861068725586,,
5,5149,2.6511826515197754,,
5,5199,2.8853747844696045,,
5,5249,2.7119667530059814,,
5,5299,3.025658369064331,,
5,5349,2.9816887378692627,,
5,5399,2.8836183547973633,,
5,5449,3.006647825241089,,
5,5499,3.220125436782837,,
5,5549,3.0523931980133057,,
5,5599,2.964189052581787,,
5,5649,2.742169141769409,,
5,5699,2.774496078491211,,
5,5749,2.8630926609039307,,
5,5799,2.865030288696289,,
5,5849,2.659532070159912,,
5,5899,3.011788845062256,,
5,5949,2.992762565612793,,
5,5999,2.692117929458618,,
5,6049,2.831352472305298,,
5,6083,,0.037598371505737305,2.800347089767456
6,6099,2.6927132606506348,,
6,6149,3.1411139965057373,,
6,6199,3.1978039741516113,,
6,6249,2.9666287899017334,,
